Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
5 Speed,3999.0,1765.0,2015,1708.0,1290.0,3.0,60000,Manual,2015.0,2520.0,999.0,Ford Ecosport,18.88,hyderabad,Silver,Drum,SUV,Ford,Tubeless Radial,575000.0
5 Speed,4440.0,1695.0,2019,1495.0,1061.0,4.0,76355,Manual,2019.0,2600.0,1497.0,Honda City,17.4,hyderabad,White,Drum,Sedan,Honda,Tubeless Radial,890000.0
5 Speed,3565.0,1520.0,2021,1564.0,1211.4827735332276,3.0,60000,Automatic,2021.0,2380.0,998.0,Maruti S-Presso,21.7,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,525000.0
5 Speed,4331.0,1822.0,2019,1671.0,1405.0,4.0,50000,Manual,2019.0,2673.0,1461.0,Nissan Terrano,19.87,hyderabad,Others,Drum,SUV,Nissan,Tubeless,900000.0
6 Speed,4655.0,1835.0,2019,1760.0,1860.0,4.0,96000,Manual,2020.0,2750.0,1956.0,MG Hector,17.41,hyderabad,Silver,Disc,SUV,MG,Radial,1650000.0
6 Speed,3995.0,1821.0,2020,1627.0,1475.0,4.0,63000,Manual,2020.0,2600.0,1497.0,Mahindra XUV300,20.0,hyderabad,Red,Disc,SUV,Mahindra,Tubeless Radial,1120000.0
5 Speed,3805.0,1680.0,2020,1520.0,1160.0,4.0,40000,Manual,2020.0,2450.0,1197.0,Hyundai Grand i10 Nios,20.7,hyderabad,Blue,Drum,Hatchback,Hyundai,Tubeless Radial,599000.0
6 Speed,3995.0,1770.0,2021,1605.0,1320.0,3.0,30000,Manual,2021.0,2500.0,998.0,Hyundai Venue,18.0,hyderabad,Others,Drum,SUV,Hyundai,Radial,1020000.0
5 Speed,3995.0,1735.0,2014,1515.0,1211.4827735332276,4.0,101543,Manual,2015.0,2450.0,1197.0,Maruti Swift Dzire,22.41,hyderabad,Silver,Drum,Sedan,Maruti,Tubeless Radial,443000.0
5 Speed,3995.0,1745.0,2016,1510.0,1211.4827735332276,4.0,66424,Manual,2016.0,2520.0,1197.0,Maruti Baleno,21.4,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,644000.0
5 Speed,4300.0,1785.0,2020,1595.0,1211.4827735332276,4.0,120000,Manual,2020.0,2600.0,1462.0,Maruti SX4 S Cross,18.55,hyderabad,Others,Disc,SUV,Maruti,Tubeless Radial,750000.0
5 Speed,3746.0,1647.0,2018,1535.0,1012.0,3.0,33433,Manual,2018.0,2400.0,1199.0,Tata Tiago,23.84,hyderabad,Orange,Drum,Hatchback,Tata,Tubeless,519000.00000000006
6 Speed,3985.0,1734.0,2016,1505.0,1515.0,4.0,72169,Manual,2016.0,2570.0,1396.0,Hyundai i20,22.54,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,695000.0
5 Speed,4440.0,1695.0,2018,1495.0,1100.0,4.0,48175,Automatic,2018.0,2600.0,1497.0,Honda City,18.0,hyderabad,Brown,Drum,Sedan,Honda,Tubeless Radial,981000.0
5 Speed,3715.0,1635.0,2014,1565.0,835.0,3.0,73452,Manual,2014.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Yellow,Drum,Hatchback,Maruti,Tubeless Radial,425000.0
6 Speed,4655.0,1835.0,2020,1760.0,1800.0,4.0,54807,Automatic,2020.0,2750.0,1451.0,MG Hector,13.96,hyderabad,White,Disc,SUV,MG,Radial,1537000.0
5 Speed,3445.0,1515.0,2017,1475.0,755.0,3.0,47118,Manual,2017.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless,323000.0
6 Speed,3994.0,1811.0,2017,1607.0,1211.4827735332276,3.0,100000,Manual,2017.0,2498.0,1198.0,Tata Nexon,17.0,hyderabad,Gray,Drum,SUV,Tata,Tubeless Radial,700000.0
5 Speed,3994.0,1758.0,2021,1572.0,939.0,3.0,41192,Manual,2021.0,2500.0,999.0,Nissan Magnite,18.75,hyderabad,White,Drum,SUV,Nissan,Tubeless Radial,809000.0
6 Speed,4598.0,1894.0,2019,1706.0,1745.0,4.0,70000,Manual,2019.0,2741.0,1956.0,Tata Harrier,17.0,hyderabad,Others,Drum,SUV,Tata,Tubeless,1785000.0000000002
6 Speed,4892.0,1860.0,2016,1837.0,1879.0,4.0,105264,Automatic,2018.0,2850.0,3198.0,Ford Endeavour,10.91,hyderabad,Red,Disc,SUV,Ford,Tubeless Radial,2650000.0
5 Speed,4575.0,1820.0,2012,1680.0,1595.0,4.0,70000,Automatic,2012.0,2620.0,2354.0,Honda CR-V,11.1,hyderabad,Brown,Disc,SUV,Honda,Tubeless Radial,1195000.0
9 Speed,4360.0,2120.0,2017,1635.0,1766.0,4.0,50380,Automatic,2018.0,2660.0,1999.0,Land Rover Range Rover Evoque,15.68,hyderabad,Red,Disc,SUV,Land Rover,Tubeless Radial,4800000.0
5 Speed,4413.0,1703.0,2010,1550.0,1210.0,4.0,80000,Manual,2010.0,2520.0,1248.0,Tata Manza,19.0,hyderabad,White,Drum,Sedan,Tata,Tubeless Radial,245000.00000000003
5 Speed,3715.0,1635.0,2016,1565.0,835.0,3.0,51000,Manual,2016.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Grey,Drum,Hatchback,Maruti,Tubeless Radial,425000.0
5 Speed,3679.0,1579.0,2017,1478.0,690.0,3.0,31846,Manual,2018.0,2422.0,999.0,Renault KWID,23.01,hyderabad,Silver,Drum,Hatchback,Renault,Tubeless Radial,385000.0
5 Speed,3765.0,1660.0,2015,1520.0,1025.0,3.0,63000,Manual,2015.0,2425.0,1120.0,Hyundai Grand i10,24.0,hyderabad,Maroon,Drum,Hatchback,Hyundai,Tubeless,545000.0
6 Speed,3985.0,1734.0,2015,1505.0,1515.0,4.0,114676,Manual,2016.0,2570.0,1396.0,Hyundai i20,22.54,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless,588000.0
6 Speed,3985.0,1734.0,2019,1505.0,1180.0,4.0,82662,Manual,2019.0,2570.0,1396.0,Hyundai i20,22.54,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless,747000.0
5 Speed,3545.0,1515.0,2014,1475.0,779.0,3.0,50000,Manual,2014.0,2360.0,998.0,Maruti Alto K10,23.95,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,280000.0
5 Speed,3991.0,1739.0,2019,1643.0,947.0,3.0,66518,Manual,2020.0,2548.347369705846,999.0,Renault Triber,20.0,hyderabad,Silver,Drum,MUV,Renault,Tubeless Radial,633000.0
5 Speed,4440.0,1695.0,2017,1495.0,1065.0,4.0,57927,Manual,2018.0,2600.0,1497.0,Honda City,17.8,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,814000.0
5 Speed,4490.0,1730.0,2019,1485.0,1065.0,4.0,40000,Manual,2019.0,2650.0,1462.0,Maruti Ciaz,21.56,hyderabad,Others,Drum,Sedan,Maruti,Tubeless Radial,900000.0
5 Speed,3765.0,1677.0,2021,1535.0,982.0,3.0,16115,Manual,2021.0,2400.0,1199.0,Tata Tiago,19.01,hyderabad,Others,Drum,Hatchback,Tata,Tubeless Radial,605000.0
5 Speed,3565.0,1595.0,2009,1550.0,930.0,4.0,50829,Manual,2009.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless Radial,270000.0
5 Speed,3805.0,1680.0,2019,1520.0,1160.0,4.0,25467,Manual,2019.0,2450.0,1197.0,Hyundai Grand i10 Nios,20.7,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,622000.0
5 Speed,3445.0,1515.0,2020,1475.0,755.0,3.0,71071,Manual,2020.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless,317000.0
5 Speed,4375.0,1700.0,2016,1475.0,1290.0,4.0,55000,Manual,2016.0,2570.0,1591.0,Hyundai Verna,17.01,hyderabad,Silver,Drum,Sedan,Hyundai,Tubeless,795000.0
5 Speed,3985.0,1734.0,2017,1505.0,1066.0,4.0,55563,Manual,2017.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless,602000.0
4 Speed,3765.0,1660.0,2015,1520.0,935.0,4.0,54000,Automatic,2015.0,2425.0,1197.0,Hyundai Grand i10,18.9,hyderabad,Orange,Drum,Hatchback,Hyundai,Tubeless,575000.0
5 Speed,3985.0,1734.0,2019,1505.0,1120.0,4.0,70000,Manual,2019.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless,675000.0
8 Speed,4635.0,2097.0,2017,1484.0,1652.0,4.0,54000,Automatic,2017.0,2776.0,1969.0,Volvo S60,27.03,hyderabad,Black,Disc,Sedan,Volvo,Tubeless Radial,1999000.0
6 Speed,3998.0,1765.0,2016,1647.0,1211.4827735332276,3.0,41000,Automatic,2016.0,2519.0,1496.0,Ford Ecosport,14.7,hyderabad,Grey,Drum,SUV,Ford,Tubeless Radial,750000.0
5 Speed,3940.0,1710.0,2011,1505.0,1020.0,4.0,70000,Manual,2011.0,2525.0,1197.0,Hyundai i20,18.5,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,350000.0
5 Speed,3995.0,1745.0,2020,1510.0,1211.4827735332276,4.0,62500,Manual,2020.0,2520.0,1197.0,Maruti Baleno,21.01,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,749000.0
5 Speed,3610.0,1645.0,2021,1560.0,1050.0,4.0,20000,Manual,2021.0,2400.0,1086.0,Hyundai Santro,20.3,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,550000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,60350,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless,599000.0
5 Speed,3985.0,1734.0,2015,1505.0,1066.0,4.0,52266,Manual,2015.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,570000.0
5 Speed,4490.0,1730.0,2018,1485.0,1125.0,4.0,58431,Manual,2018.0,2650.0,1248.0,Maruti Ciaz,28.09,hyderabad,Blue,Drum,Sedan,Maruti,Tubeless Radial,894999.9999999999
5 Speed,4440.0,1695.0,2017,1495.0,1085.0,4.0,41372,Automatic,2018.0,2600.0,1497.0,Honda City,18.0,hyderabad,Silver,Drum,Sedan,Honda,Tubeless Radial,1011000.0
5 Speed,3445.0,1515.0,2014,1475.0,755.0,3.0,46863,Manual,2014.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless,267000.0
5 Speed,4455.0,1695.0,2014,1515.0,1100.0,4.0,66500,Automatic,2014.0,2600.0,1498.0,Nissan Sunny,17.97,hyderabad,Silver,Drum,Sedan,Nissan,Tubeless Radial,570000.0
5 Speed,3585.0,1595.0,2014,1550.0,860.0,4.0,49374,Manual,2015.0,2380.0,1086.0,Hyundai i10,19.81,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless,369000.0
5 Speed,4386.0,1699.0,2012,1466.0,1205.0,4.0,120000,Manual,2012.0,2552.0,1598.0,Skoda Rapid,20.5,hyderabad,Others,Drum,Sedan,Skoda,Tubeless Radial,360000.0
5 Speed,3765.0,1677.0,2021,1535.0,982.0,3.0,62832,Manual,2021.0,2400.0,1199.0,Tata Tiago,19.01,hyderabad,Silver,Drum,Hatchback,Tata,Tubeless Radial,605000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,61155,Manual,2017.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless,585000.0
8 Speed,4324.0,1984.0,2014,1421.0,1400.0,4.0,75000,Automatic,2014.0,2690.0,1995.0,BMW 1 Series,20.58,hyderabad,Red,Disc,Hatchback,BMW,Tubeless Radial,1798999.9999999998
5 Speed,3845.0,1735.0,2021,1530.0,1211.4827735332276,4.0,12045,Manual,2021.0,2450.0,1197.0,Maruti Swift,22.38,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,723000.0
5 Speed,4490.0,1730.0,2020,1485.0,1120.0,4.0,60700,Manual,2020.0,2650.0,1462.0,Maruti Ciaz,20.65,hyderabad,White,Drum,Sedan,Maruti,Tubeless Radial,894999.9999999999
7 Speed,4591.0,1770.0,2013,1447.0,1610.0,4.0,85000,Automatic,2013.0,2760.0,2143.0,Mercedes-Benz C-Class,14.84,hyderabad,White,Disc,Sedan,Mercedes-Benz,Tubeless Radial,1350000.0
5 Speed,4390.0,1695.0,2020,1495.0,1085.0,4.0,44276,Automatic,2020.0,2450.0,1497.0,Honda City,16.4,hyderabad,Golden Brown,Drum,Sedan,Honda,Tubeless Radial,1320000.0
8 Speed,4701.0,2040.0,2015,1427.0,1595.0,4.0,99000,Automatic,2015.0,2808.0,1968.0,Audi A4,17.11,hyderabad,Black,Disc,Sedan,Audi,Tubeless Radial,1999000.0
8 Speed,4915.0,2086.0,2015,1455.0,1660.0,4.0,78000,Automatic,2015.0,2912.0,1968.0,Audi A6,17.68,hyderabad,Black,Disc,Sedan,Audi,Tubeless Radial,2499000.0
8 Speed,4961.0,1877.0,2013,1460.0,1780.0,4.0,70000,Automatic,2013.0,2909.0,2179.0,Jaguar XF,16.36,hyderabad,White,Disc,Sedan,Jaguar,Tubeless Radial,1700000.0
8 Speed,4961.0,1877.0,2013,1460.0,1780.0,4.0,70000,Automatic,2013.0,2909.0,2179.0,Jaguar XF,16.36,hyderabad,White,Disc,Sedan,Jaguar,Tubeless Radial,1800000.0
8 Speed,4961.0,1877.0,2013,1460.0,1780.0,4.0,70000,Automatic,2013.0,2909.0,2179.0,Jaguar XF,16.36,hyderabad,White,Disc,Sedan,Jaguar,Tubeless Radial,1750000.0
5 Speed,3445.0,1515.0,2021,1475.0,762.0,3.0,22264,Manual,2021.0,2360.0,796.0,Maruti Alto 800,22.05,hyderabad,White,Drum,Hatchback,Maruti,Tubeless,429000.0
5 Speed,3700.0,1690.0,2018,1595.0,825.0,4.0,103763,Manual,2019.0,2435.0,1197.0,Maruti Ignis,20.89,hyderabad,White,Drum,Hatchback,Maruti,Tubeless Radial,376000.0
6 Speed,4627.0,1891.0,2012,1713.0,1670.0,5.0,109000,Automatic,2012.0,2774.0,1985.0,Volvo XC60,14.7,hyderabad,Brown,Disc,SUV,Volvo,Tubeless Radial,1015000.0
5 Speed,3585.0,1595.0,2012,1550.0,930.0,4.0,49043,Manual,2012.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless Radial,312000.0
5 Speed,3695.0,1600.0,2017,1560.0,850.0,3.0,70666,Automatic,2017.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,492000.0
6 Speed,4788.0,2170.0,2011,1784.0,2675.0,6.0,128000,Automatic,2011.0,2745.0,2993.0,Land Rover Range Rover Sport,14.7,hyderabad,Black,Disc,SUV,Land Rover,Tubeless Radial,3700000.0
5 Speed,3995.0,1735.0,2018,1515.0,1211.4827735332276,4.0,65815,Automatic,2018.0,2450.0,1248.0,Maruti Swift Dzire,28.4,hyderabad,Silver,Drum,Sedan,Maruti,Tubeless Radial,800000.0
5 Speed,3495.0,1475.0,2010,1460.0,705.0,3.0,79000,Manual,2010.0,2360.0,796.0,Maruti Alto,19.7,hyderabad,Maroon,Drum,Hatchback,Maruti,Tubeless Radial,165000.0
5 Speed,3995.0,1745.0,2020,1510.0,935.0,4.0,48580,Automatic,2020.0,2520.0,1197.0,Maruti Baleno,21.4,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,831000.0
5 Speed,3985.0,1734.0,2018,1505.0,1066.0,4.0,44646,Manual,2018.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,White,Drum,Hatchback,Hyundai,Tubeless,691000.0
5 Speed,3655.0,1620.0,2008,1675.0,1211.4827735332276,3.0,71963,Manual,2011.0,2435.0,998.0,Maruti Wagon R,21.79,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,175000.0
5 Speed,3765.0,1660.0,2017,1520.0,1120.0,4.0,26678,Manual,2017.0,2425.0,1197.0,Hyundai Grand i10,18.9,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless,493000.0
6 Speed,4440.0,1695.0,2015,1495.0,1150.0,4.0,152000,Manual,2015.0,2600.0,1498.0,Honda City,26.0,hyderabad,White,Drum,Sedan,Honda,Tubeless Radial,599000.0
6 Speed,4892.0,1860.0,2016,1837.0,1879.0,4.0,101000,Automatic,2016.0,2850.0,2198.0,Ford Endeavour,12.62,hyderabad,Maroon,Disc,SUV,Ford,Tubeless Radial,2395000.0
5 Speed,3640.0,1595.0,2012,1520.0,1010.0,3.0,41000,Manual,2012.0,2375.0,936.0,Chevrolet Beat,25.44,hyderabad,Silver,Drum,Hatchback,Chevrolet,Tubeless Radial,320000.0
6 Speed,4795.0,1855.0,2018,1835.0,2360.0,4.0,109000,Manual,2018.0,2548.347369705846,2755.0,Toyota Fortuner,14.24,hyderabad,White,Disc,SUV,Toyota,Tubeless Radial,3150000.0
5 Speed,4413.0,1699.0,2017,1466.0,1210.0,4.0,83000,Manual,2017.0,2552.0,1498.0,Skoda Rapid,21.13,hyderabad,White,Drum,Sedan,Skoda,Tubeless Radial,825000.0
5 Speed,3775.0,1680.0,2012,1620.0,1100.0,4.0,80000,Manual,2013.0,2360.0,1248.0,Maruti Ritz,23.2,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,375000.0
5 Speed,3850.0,1695.0,2011,1530.0,1060.0,4.0,94514,Manual,2011.0,2430.0,1248.0,Maruti Swift,22.9,hyderabad,Black,Drum,Hatchback,Maruti,Tubeless Radial,323000.0
5 Speed,3995.0,1735.0,2015,1515.0,1211.4827735332276,4.0,67037,Manual,2016.0,2450.0,1197.0,Maruti Swift Dzire,22.41,hyderabad,Silver,Drum,Sedan,Maruti,Tubeless Radial,487000.0
5 Speed,4430.0,1817.0,2004,1975.0,2020.0,4.0,120000,Manual,2004.0,2680.0,2179.0,Mahindra Scorpio,10.5,hyderabad,Red,Drum,SUV,Mahindra,Tubeless Radial,290000.0
5 Speed,3990.0,1745.0,2019,1500.0,1211.4827735332276,4.0,35540,Manual,2020.0,2520.0,1197.0,Toyota Glanza,22.35,hyderabad,White,Drum,Hatchback,Toyota,Tubeless Radial,709000.0
6 Speed,4329.0,1813.0,2019,1626.0,1325.0,4.0,47627,Manual,2019.0,2673.0,1461.0,Renault Captur,20.37,hyderabad,Orange,Drum,SUV,Renault,Tubeless Radial,983000.0
7 Speed,4620.0,1776.0,2009,1475.0,1370.0,4.0,98000,Automatic,2009.0,2700.0,1794.0,Toyota Corolla Altis,14.53,hyderabad,White,Disc,Sedan,Toyota,Tubeless Radial,450000.0
5 Speed,3985.0,1734.0,2018,1505.0,1066.0,4.0,55943,Manual,2018.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless,672000.0
6 Speed,4270.0,1780.0,2018,1630.0,1320.0,4.0,71000,Automatic,2018.0,2590.0,1582.0,Hyundai Creta,17.01,hyderabad,White,Drum,SUV,Hyundai,Tubeless,1350000.0
5 Speed,3695.0,1600.0,2018,1560.0,850.0,3.0,117924,Automatic,2018.0,2425.0,998.0,Maruti Celerio,23.1,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,457000.0
5 Speed,3595.0,1495.0,2013,1700.0,885.0,3.0,92195,Manual,2014.0,2400.0,998.0,Maruti Wagon R,18.9,hyderabad,White,Drum,Hatchback,Maruti,Tubeless Radial,311000.0
4 Speed,4800.0,1832.0,2003,1485.0,1533.0,4.0,40000,Automatic,2003.0,2730.0,2359.0,Hyundai Sonata,11.0,hyderabad,Silver,Disc,Sedan,Hyundai,Tubeless Radial,150000.0
5 Speed,3845.0,1735.0,2018,1530.0,1211.4827735332276,4.0,49009,Automatic,2018.0,2450.0,1197.0,Maruti Swift,22.56,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,623000.0
7 Speed,3995.0,1790.0,2020,1642.0,1505.0,3.0,31650,Automatic,2020.0,2500.0,998.0,Kia Sonet,18.3,hyderabad,Black,Drum,SUV,Kia,Tubeless Radial,1090000.0
6 Speed,4540.0,1800.0,2022,1708.0,1570.0,4.0,20000,Manual,2022.0,2780.0,1353.0,Kia Carens,16.2,hyderabad,White,Disc,MUV,Kia,Tubeless Radial,1600000.0
5 Speed,3585.0,1595.0,2009,1550.0,930.0,4.0,70000,Manual,2009.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless Radial,200000.0
6 Speed,4440.0,1729.0,2018,1475.0,1245.0,4.0,39000,Automatic,2018.0,2600.0,1582.0,Hyundai Verna,18.0,hyderabad,Black,Drum,Sedan,Hyundai,Tubeless,925000.0
6 Speed,3995.0,1821.0,2022,1627.0,1350.0,3.0,10000,Automatic,2022.0,2600.0,1197.0,Mahindra XUV300,16.5,hyderabad,Others,Disc,SUV,Mahindra,Tubeless Radial,1150000.0
6 Speed,4270.0,1780.0,2018,1630.0,1320.0,4.0,93615,Automatic,2018.0,2590.0,1582.0,Hyundai Creta,17.01,hyderabad,White,Drum,SUV,Hyundai,Tubeless,1150000.0
5 Speed,4735.0,1830.0,2022,1795.0,1730.0,4.0,6400,Manual,2022.0,2750.0,2694.0,Toyota Innova Crysta,8.0,hyderabad,White,Drum,MUV,Toyota,Tubeless Radial,2550000.0
5 Speed,4490.0,1730.0,2022,1485.0,1105.0,4.0,16727,Manual,2022.0,2650.0,1462.0,Maruti Ciaz,20.65,hyderabad,Others,Drum,Sedan,Maruti,Tubeless Radial,894999.9999999999
6 Speed,4270.0,1780.0,2019,1665.0,1260.0,4.0,63334,Manual,2019.0,2590.0,1591.0,Hyundai Creta,15.8,hyderabad,Red,Drum,SUV,Hyundai,Tubeless,1009000.0
5 Speed,3994.0,1758.0,2021,1572.0,1014.0,3.0,14000,Manual,2022.0,2500.0,999.0,Nissan Magnite,20.0,hyderabad,Red,Drum,SUV,Nissan,Tubeless Radial,1050000.0
5 Speed,3700.0,1690.0,2018,1595.0,835.0,4.0,96540,Manual,2018.0,2435.0,1197.0,Maruti Ignis,20.89,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,441000.0
7 Speed,4425.0,1730.0,2018,1495.0,1211.4827735332276,4.0,92585,Automatic,2018.0,2550.0,1496.0,Toyota Yaris,17.8,hyderabad,White,Drum,Sedan,Toyota,Tubeless Radial,759000.0
5 Speed,3999.0,1765.0,2014,1708.0,1211.4827735332276,4.0,53861,Manual,2014.0,2520.0,1499.0,Ford Ecosport,15.8,hyderabad,Silver,Drum,SUV,Ford,Tubeless Radial,425000.0
5 Speed,3595.0,1475.0,2012,1700.0,870.0,3.0,65761,Manual,2012.0,2400.0,998.0,Maruti Wagon R,18.9,hyderabad,Silver,Drum,Hatchback,Maruti,Tubeless Radial,306000.0
5 Speed,4390.0,1699.0,2015,1467.0,1211.4827735332276,4.0,67000,Manual,2015.0,2553.0,1498.0,Volkswagen Vento,22.27,hyderabad,Golden,Drum,Sedan,Volkswagen,Tubeless Radial,600000.0
6 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,122100,Manual,2018.0,2636.0,1956.0,Jeep Compass,17.1,hyderabad,Silver,Disc,SUV,Jeep,Tubeless Radial,1385000.0
5 Speed,3995.0,1735.0,2017,1515.0,1211.4827735332276,4.0,53873,Automatic,2018.0,2450.0,1248.0,Maruti Swift Dzire,28.4,hyderabad,Brown,Drum,Sedan,Maruti,Tubeless Radial,736000.0
5 Speed,3995.0,1790.0,2019,1640.0,1190.0,4.0,60000,Manual,2019.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,hyderabad,Others,Drum,SUV,Maruti,Tubeless Radial,840000.0
5 Speed,3850.0,1695.0,2013,1530.0,1060.0,4.0,89197,Manual,2013.0,2430.0,1248.0,Maruti Swift,22.9,hyderabad,Red,Drum,Hatchback,Maruti,Tubeless Radial,426000.0
5 Speed,3429.0,1560.0,2020,1541.0,710.0,3.0,30000,Manual,2020.0,2348.0,799.0,Datsun RediGO,22.7,hyderabad,Others,Drum,Hatchback,Datsun,Tubeless Radial,305000.0
5 Speed,3985.0,1734.0,2018,1505.0,1066.0,4.0,70000,Manual,2018.0,2570.0,1197.0,Hyundai i20,18.6,hyderabad,Others,Drum,Hatchback,Hyundai,Tubeless,629000.0
5 Speed,3995.0,1745.0,2021,1510.0,1211.4827735332276,4.0,28700,Automatic,2021.0,2520.0,1197.0,Maruti Baleno,19.56,hyderabad,Grey,Drum,Hatchback,Maruti,Tubeless Radial,869000.0
6 Speed,4561.0,1752.0,2022,1507.0,1245.0,3.0,20000,Automatic,2022.0,2651.0,999.0,Volkswagen Virtus,18.12,hyderabad,White,Drum,Sedan,Volkswagen,Tubeless Radial,1850000.0
5 Speed,3565.0,1595.0,2012,1550.0,930.0,4.0,91629,Manual,2012.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Silver,Drum,Hatchback,Hyundai,Tubeless Radial,300000.0
5 Speed,3954.0,1737.0,2021,1570.0,1211.4827735332276,4.0,30000,Manual,2021.0,2490.0,1499.0,Ford Freestyle,23.8,hyderabad,White,Drum,Hatchback,Ford,Tubeless,850000.0
5 Speed,3995.0,1745.0,2022,1510.0,1211.4827735332276,4.0,7058,Manual,2022.0,2520.0,1197.0,Maruti Baleno,21.01,hyderabad,Nexa Blue,Drum,Hatchback,Maruti,Tubeless Radial,869999.9999999999
5 Speed,3995.0,1735.0,2017,1515.0,1211.4827735332276,4.0,86500,Automatic,2017.0,2450.0,1248.0,Maruti Swift Dzire,28.4,hyderabad,White,Drum,Sedan,Maruti,Tubeless Radial,775000.0
5 Speed,3990.0,1680.0,2015,1505.0,950.0,4.0,76438,Manual,2015.0,2405.0,1198.0,Honda Amaze,18.0,hyderabad,Brown,Drum,Sedan,Honda,Tubeless Radial,416000.0
6 Speed,4270.0,1780.0,2017,1630.0,1280.0,4.0,24489,Manual,2017.0,2590.0,1591.0,Hyundai Creta,13.0,hyderabad,Black,Drum,SUV,Hyundai,Tubeless,1025000.0
5 Speed,3845.0,1735.0,2022,1530.0,1211.4827735332276,4.0,20000,Automatic,2022.0,2450.0,1197.0,Maruti Swift,22.56,hyderabad,Others,Drum,Hatchback,Maruti,Tubeless Radial,790000.0
6 Speed,4375.0,1700.0,2017,1475.0,1310.0,4.0,110600,Manual,2017.0,2570.0,1582.0,Hyundai Verna,23.9,hyderabad,Silver,Drum,Sedan,Hyundai,Tubeless,855000.0000000001
5 Speed,3995.0,1745.0,2019,1510.0,870.0,4.0,63840,Manual,2020.0,2520.0,1197.0,Maruti Baleno,21.4,hyderabad,Blue,Drum,Hatchback,Maruti,Tubeless Radial,649000.0
5 Speed,3585.0,1595.0,2009,1550.0,930.0,4.0,74000,Manual,2009.0,2380.0,1197.0,Hyundai i10,20.36,hyderabad,Red,Drum,Hatchback,Hyundai,Tubeless Radial,230000.0
5 Speed,3765.0,1677.0,2021,1535.0,982.0,3.0,21314,Manual,2021.0,2400.0,1199.0,Tata Tiago,19.01,hyderabad,Silver,Drum,Hatchback,Tata,Tubeless Radial,599000.0
6 Speed,4440.0,1729.0,2017,1475.0,1245.0,4.0,40007,Automatic,2018.0,2600.0,1582.0,Hyundai Verna,18.0,hyderabad,White,Drum,Sedan,Hyundai,Tubeless,900000.0
