Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
5 Speed,3998.0,1765.0,2017,1647.0,1211.4827735332276,4.0,60000,Manual,2017.0,2519.0,1498.0,Ford Ecosport,23.0,jaipur,Others,Drum,SUV,Ford,Tubeless Radial,600000.0
5 Speed,3995.0,1790.0,2021,1640.0,1211.4827735332276,4.0,40000,Manual,2021.0,2500.0,1462.0,Maruti Vitara Brezza,17.03,jaipur,Others,Drum,SUV,Maruti,Tubeless Radial,745000.0
5 Speed,3795.0,1680.0,2013,1427.0,1130.0,4.0,120000,Manual,2013.0,2489.0,1399.0,Ford Figo,20.0,jaipur,Others,Drum,Hatchback,Ford,Tubeless Radial,150000.0
6 Speed,4315.0,1800.0,2020,1645.0,1475.0,4.0,70000,Manual,2020.0,2610.0,1493.0,Kia Seltos,20.8,jaipur,Others,Disc,SUV,Kia,Tubeless Radial,1166000.0
5 Speed,3655.0,1620.0,2021,1675.0,1211.4827735332276,3.0,10000,Manual,2021.0,2435.0,998.0,Maruti Wagon R,21.79,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,500000.0
5 Speed,3545.0,1490.0,2018,1475.0,784.0,3.0,50000,Automatic,2018.0,2360.0,998.0,Maruti Alto K10,23.95,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,350000.0
6 Speed,3994.0,1811.0,2018,1607.0,1211.4827735332276,4.0,50000,Manual,2018.0,2498.0,1497.0,Tata Nexon,21.5,jaipur,Others,Drum,SUV,Tata,Tubeless Radial,600000.0
5 Speed,3785.0,1635.0,2016,1490.0,1050.0,3.0,50000,Manual,2016.0,2450.0,1198.0,Datsun GO,20.63,jaipur,Others,Drum,Hatchback,Datsun,Tubeless,225000.0
5 Speed,3995.0,1745.0,2021,1880.0,1710.0,3.0,30000,Manual,2021.0,2680.0,1493.0,Mahindra Bolero,16.0,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,1000000.0
5 Speed,4160.0,1690.0,2010,1530.0,1090.0,4.0,150000,Manual,2010.0,2390.0,1248.0,Maruti Swift Dzire,19.3,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,190000.0
8 Speed,4519.0,1852.0,2020,1300.0,1420.0,6.0,30000,Automatic,2020.0,2450.0,2981.0,Porsche 911,9.0,jaipur,Others,Disc,Coupe,Porsche,Radial,15000000.0
5 Speed,3995.0,1795.0,2021,1817.0,1505.0,3.0,70000,Manual,2021.0,2680.0,1493.0,Mahindra Bolero Neo,17.29,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,950000.0
5 Speed,3600.0,1495.0,2010,1595.0,865.0,3.0,90000,Manual,2010.0,2360.0,998.0,Maruti Zen Estilo,19.0,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,150000.0
5 Speed,3495.0,1475.0,2010,1460.0,705.0,3.0,50000,Manual,2010.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,185000.0
4 Speed,3335.0,1440.0,1998,1405.0,650.0,3.0,80000,Manual,2016.612480461705,2175.0,796.0,Maruti 800,16.1,jaipur,Others,Drum,Hatchback,Maruti,Radial,50000.0
5 Speed,3640.0,1595.0,2014,1520.0,995.0,3.0,120000,Manual,2014.0,2375.0,936.0,Chevrolet Beat,25.44,jaipur,Others,Drum,Hatchback,Chevrolet,Tubeless,150000.0
5 Speed,3995.0,1695.0,2021,1501.0,917.0,4.0,20000,Manual,2021.0,2470.0,1199.0,Honda Amaze,18.6,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,800000.0
5 Speed,3920.0,1726.0,2017,1930.0,1715.0,4.0,60000,Manual,2017.0,2430.0,2498.0,Mahindra Thar,16.55,jaipur,Others,Drum,SUV,Mahindra,Tubeless,450000.0
5 Speed,3990.0,1680.0,2016,1505.0,1075.0,4.0,60000,Manual,2016.0,2405.0,1498.0,Honda Amaze,25.8,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,430000.0
5 Speed,4160.0,1690.0,2011,1530.0,1025.0,4.0,70000,Manual,2011.0,2390.0,1298.0,Maruti Swift Dzire,17.5,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,225000.0
5 Speed,3495.0,1475.0,2008,1460.0,705.0,3.0,150000,Manual,2008.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,70000.0
5 Speed,3565.0,1595.0,2010,1550.0,930.0,4.0,30000,Manual,2010.0,2380.0,1197.0,Hyundai i10,20.36,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,175000.0
5 Speed,4250.0,1670.0,2008,1370.0,1039.0,4.0,60000,Manual,2008.0,2440.0,1495.0,Hyundai Accent,13.2,jaipur,Others,Drum,Sedan,Hyundai,Tubeless Radial,100000.0
5 Speed,4296.0,1695.0,2017,1685.0,1260.0,4.0,120000,Manual,2017.0,2740.0,1248.0,Maruti Ertiga,24.52,jaipur,Others,Drum,MUV,Maruti,Tubeless Radial,600000.0
5 Speed,4160.0,1690.0,2011,1530.0,1025.0,4.0,100000,Manual,2011.0,2390.0,1298.0,Maruti Swift Dzire,17.5,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,200000.0
6 Speed,4456.0,1820.0,2020,1995.0,1705.0,4.0,50000,Manual,2020.0,2680.0,2179.0,Mahindra Scorpio,15.4,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,1600000.0
5 Speed,3565.0,1525.0,2007,1590.0,854.0,4.0,70000,Manual,2007.0,2380.0,1086.0,Hyundai Santro Xing,17.8,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,100000.0
6 Speed,3995.0,1821.0,2022,1627.0,1430.0,3.0,10000,Manual,2022.0,2600.0,1197.0,Mahindra XUV300,16.82,jaipur,Others,Disc,SUV,Mahindra,Tubeless Radial,1200000.0
6 Speed,3995.0,1821.0,2020,1627.0,1430.0,3.0,50000,Manual,2020.0,2600.0,1197.0,Mahindra XUV300,16.82,jaipur,Others,Disc,SUV,Mahindra,Tubeless Radial,1070000.0
5 Speed,3495.0,1550.0,2015,1500.0,880.0,3.0,80000,Manual,2015.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless,248000.0
5 Speed,3445.0,1515.0,2020,1475.0,762.0,3.0,40000,Manual,2020.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,400000.0
5 Speed,3495.0,1475.0,2007,1460.0,690.0,3.0,70000,Manual,2007.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,125000.0
6 Speed,3955.0,1694.0,2016,1544.0,1154.0,4.0,150000,Manual,2016.0,2530.0,1498.0,Honda Jazz,27.3,jaipur,Others,Drum,Hatchback,Honda,Tubeless Radial,400000.0
5 Speed,3995.0,1695.0,2021,1501.0,1050.0,4.0,40000,Automatic,2021.0,2470.0,1498.0,Honda Amaze,21.0,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,900000.0
5 Speed,3445.0,1515.0,2020,1475.0,755.0,3.0,30000,Manual,2020.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,310000.0
5 Speed,3995.0,1695.0,2014,1555.0,960.0,4.0,80000,Manual,2014.0,2430.0,1197.0,Maruti Swift Dzire,19.1,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,350000.0
6 Speed,4395.0,1818.0,2017,1640.0,1211.4827735332276,4.0,80000,Manual,2017.0,2636.0,1956.0,Jeep Compass,17.1,jaipur,Others,Disc,SUV,Jeep,Tubeless Radial,1300000.0
5 Speed,3999.0,1734.0,2021,1601.0,1106.0,4.0,20000,Manual,2021.0,2555.0,1199.0,Honda WR-V,16.5,jaipur,Others,Drum,SUV,Honda,Tubeless Radial,850000.0
5 Speed,3495.0,1495.0,2009,1518.0,840.0,4.0,70000,Manual,2009.0,2345.0,995.0,Chevrolet Spark,18.0,jaipur,Others,Drum,Hatchback,Chevrolet,Tubeless Radial,90000.0
6 Speed,4585.0,1890.0,2012,1785.0,1940.0,4.0,120000,Manual,2012.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,Others,Disc,SUV,Mahindra,Tubeless Radial,500000.0
5 Speed,3999.0,1734.0,2022,1601.0,1106.0,4.0,20000,Manual,2022.0,2555.0,1199.0,Honda WR-V,16.5,jaipur,Others,Drum,SUV,Honda,Tubeless Radial,950000.0
6 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,150000,Manual,2018.0,2636.0,1956.0,Jeep Compass,17.1,jaipur,Others,Disc,SUV,Jeep,Tubeless Radial,1214000.0
5 Speed,3995.0,1680.0,2021,1520.0,1050.0,4.0,20000,Manual,2021.0,2450.0,1197.0,Hyundai Aura,20.5,jaipur,Others,Drum,Sedan,Hyundai,Tubeless Radial,670000.0
4 Speed,3335.0,1440.0,2004,1405.0,665.0,3.0,80000,Manual,2004.0,2175.0,796.0,Maruti 800,16.1,jaipur,Others,Drum,Hatchback,Maruti,Radial,50000.0
5 Speed,3995.0,1790.0,2017,1640.0,1180.0,4.0,90000,Manual,2017.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,jaipur,Others,Drum,SUV,Maruti,Tubeless Radial,850000.0
5 Speed,3679.0,1579.0,2017,1478.0,690.0,3.0,30000,Manual,2017.0,2422.0,799.0,Renault KWID,25.17,jaipur,Others,Drum,Hatchback,Renault,Tubeless Radial,300000.0
5 Speed,3445.0,1515.0,2020,1475.0,755.0,3.0,30000,Manual,2020.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,330000.0
5 Speed,3995.0,1790.0,2018,1640.0,1180.0,4.0,40000,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,jaipur,Others,Drum,SUV,Maruti,Tubeless Radial,750000.0
5 Speed,4250.0,1670.0,2005,1370.0,1039.0,4.0,120000,Manual,2005.0,2440.0,1495.0,Hyundai Accent,13.2,jaipur,Others,Drum,Sedan,Hyundai,Tubeless Radial,70000.0
5 Speed,3595.0,1475.0,2006,1700.0,870.0,3.0,120000,Manual,2006.0,2400.0,998.0,Maruti Wagon R,18.9,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,80000.0
5 Speed,3595.0,1475.0,2009,1700.0,870.0,3.0,60000,Manual,2009.0,2400.0,1061.0,Maruti Wagon R,18.9,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,125000.0
5 Speed,4160.0,1690.0,2009,1530.0,1115.0,4.0,150000,Manual,2009.0,2390.0,1248.0,Maruti Swift Dzire,19.3,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,250000.0
5 Speed,3445.0,1490.0,2019,1475.0,762.0,3.0,60000,Manual,2019.0,2360.0,796.0,Maruti Alto 800,24.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,370000.0
6 Speed,4315.0,1822.0,2013,1695.0,1220.0,4.0,150000,Manual,2013.0,2673.0,1461.0,Renault Duster,19.01,jaipur,Others,Drum,SUV,Renault,Tubeless Radial,325000.0
4 Speed,3335.0,1440.0,2006,1405.0,650.0,3.0,80000,Manual,2006.0,2175.0,796.0,Maruti 800,16.1,jaipur,Others,Drum,Hatchback,Maruti,Radial,45000.0
5 Speed,4650.0,1918.0,2009,1925.0,1620.0,4.0,100000,Manual,2009.0,2650.0,2179.0,Tata New Safari,13.93,jaipur,Others,Drum,SUV,Tata,Tubeless Radial,170000.0
5 Speed,3995.0,1745.0,2019,1880.0,1470.0,4.0,50000,Manual,2019.0,2680.0,1493.0,Mahindra Bolero Power Plus,16.5,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,800000.0
5 Speed,3640.0,1595.0,2012,1520.0,990.0,3.0,50000,Manual,2012.0,2375.0,936.0,Chevrolet Beat,25.44,jaipur,Others,Drum,Hatchback,Chevrolet,Tubeless Radial,122000.0
5 Speed,3585.0,1595.0,2008,1550.0,930.0,4.0,60000,Manual,2008.0,2380.0,1197.0,Hyundai i10,20.36,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,150000.0
5 Speed,3445.0,1515.0,2020,1475.0,762.0,3.0,30000,Manual,2020.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,325000.0
4 Speed,3335.0,1440.0,2003,1405.0,650.0,3.0,80000,Manual,2003.0,2175.0,796.0,Maruti 800,16.1,jaipur,Others,Drum,Hatchback,Maruti,Radial,50000.0
5 Speed,3995.0,1770.0,2022,1605.0,1280.0,3.0,10000,Manual,2022.0,2500.0,998.0,Hyundai Venue,18.0,jaipur,Others,Drum,SUV,Hyundai,Radial,1100000.0
5 Speed,4250.0,1670.0,2009,1370.0,1039.0,4.0,150000,Manual,2009.0,2440.0,1495.0,Hyundai Accent,13.2,jaipur,Others,Drum,Sedan,Hyundai,Tubeless Radial,100000.0
8 Speed,4894.0,1894.0,2006,1369.0,1840.0,8.0,40000,Automatic,2006.0,2855.0,4395.0,BMW 6 Series,7.94,jaipur,Others,Disc,Coupe,BMW,Tubeless Radial,700000.0
5 Speed,3595.0,1475.0,2009,1700.0,870.0,3.0,150000,Manual,2009.0,2400.0,1061.0,Maruti Wagon R,18.9,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,125000.0
6 Speed,3994.0,1811.0,2019,1607.0,1211.4827735332276,3.0,60000,Manual,2019.0,2498.0,1198.0,Tata Nexon,17.0,jaipur,Others,Drum,SUV,Tata,Tubeless Radial,800000.0
5 Speed,3991.0,1739.0,2021,1643.0,947.0,3.0,30000,Manual,2021.0,2548.347369705846,999.0,Renault Triber,20.0,jaipur,Others,Drum,MUV,Renault,Tubeless Radial,780000.0
5 Speed,4420.0,1695.0,2009,1480.0,1100.0,4.0,120000,Manual,2009.0,2550.0,1497.0,Honda City,17.0,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,225000.0
6 Speed,3993.0,1811.0,2021,1606.0,1355.0,3.0,50000,Automatic,2021.0,2498.0,1199.0,Tata Nexon,17.05,jaipur,Others,Drum,SUV,Tata,Tubeless Radial,950000.0
5 Speed,3840.0,1735.0,2014,1530.0,1211.4827735332276,4.0,150000,Manual,2014.0,2450.0,1248.0,Maruti Swift,25.2,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,380000.0
5 Speed,4105.515681544029,1731.3379193820904,2007,1570.6731884057972,1211.4827735332276,3.0,150000,Manual,2007.0,2548.347369705846,998.0,Maruti Zen Estilo,18.2,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,90000.0
5 Speed,3445.0,1515.0,2022,1475.0,755.0,3.0,10000,Manual,2022.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,425000.0
6 Speed,4315.0,1800.0,2021,1645.0,1404.0,4.0,30000,Manual,2021.0,2610.0,1497.0,Kia Seltos,16.8,jaipur,Others,Disc,SUV,Kia,Tubeless Radial,1450000.0
5 Speed,3995.0,1745.0,2018,1510.0,880.0,4.0,60000,Manual,2018.0,2520.0,1197.0,Maruti Baleno,21.4,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,590000.0
5 Speed,3430.0,1490.0,2018,1475.0,720.0,3.0,50000,Manual,2018.0,2360.0,796.0,Maruti Alto 800,24.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,280000.0
5 Speed,3715.0,1635.0,2014,1565.0,835.0,3.0,120000,Manual,2014.0,2425.0,998.0,Maruti Celerio,23.1,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,250000.0
6 Speed,4585.0,1890.0,2013,1785.0,1900.0,4.0,70000,Manual,2013.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,Others,Disc,SUV,Mahindra,Tubeless Radial,500000.0
5 Speed,4300.0,1785.0,2017,1595.0,1211.4827735332276,4.0,150000,Manual,2017.0,2600.0,1248.0,Maruti SX4 S Cross,25.1,jaipur,Others,Disc,SUV,Maruti,Tubeless Radial,500000.0
4 Speed,3099.0,1495.0,2016,1652.0,710.0,2.0,50000,Manual,2016.0,2230.0,624.0,Tata Nano,25.4,jaipur,Others,Drum,Hatchback,Tata,Tubeless Radial,142000.0
5 Speed,3675.0,1715.0,2016,1635.0,1155.0,3.0,70000,Manual,2016.0,2385.0,1198.0,Mahindra KUV 100,18.15,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,300000.0
5 Speed,3845.0,1735.0,2021,1530.0,1211.4827735332276,4.0,40000,Manual,2021.0,2450.0,1197.0,Maruti Swift,22.38,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,650000.0
5 Speed,3760.0,1690.0,2006,1530.0,870.0,4.0,120000,Manual,2006.0,2390.0,1298.0,Maruti Swift,16.1,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,150000.0
5 Speed,3992.0,1677.0,2019,1537.0,1052.0,3.0,60000,Manual,2019.0,2450.0,1199.0,Tata Tigor,20.3,jaipur,Others,Drum,Sedan,Tata,Tubeless Radial,500000.0
4 Speed,3500.0,1600.0,2010,1490.0,1211.4827735332276,3.0,150000,Automatic,2010.0,2360.0,998.0,Maruti A-Star,16.98,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,150000.0
5 Speed,4377.0,1620.0,2011,1540.0,1050.0,4.0,90000,Manual,2011.0,2650.0,1396.0,Tata Indigo,23.57,jaipur,Others,Drum,Sedan,Tata,Tubeless Radial,161000.0
5 Speed,3999.0,1734.0,2023,1601.0,1106.0,4.0,10000,Manual,2023.0,2555.0,1199.0,Honda WR-V,16.5,jaipur,Others,Drum,SUV,Honda,Tubeless Radial,1000000.0
5 Speed,3765.0,1677.0,2020,1535.0,1100.0,3.0,50000,Manual,2020.0,2400.0,1199.0,Tata Tiago,20.09,jaipur,Others,Drum,Hatchback,Tata,Tubeless Radial,520000.0
5 Speed,3995.0,1835.0,2016,1826.0,1650.0,3.0,90000,Manual,2016.0,2680.0,1493.0,Mahindra TUV 300,18.49,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,725000.0
5 Speed,3991.0,1739.0,2021,1643.0,947.0,3.0,30000,Manual,2021.0,2548.347369705846,999.0,Renault Triber,20.0,jaipur,Others,Drum,MUV,Renault,Tubeless Radial,750000.0
5 Speed,3620.0,1475.0,2013,1460.0,765.0,3.0,40000,Manual,2013.0,2360.0,998.0,Maruti Alto K10,20.92,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,250000.0
6 Speed,4315.0,1822.0,2013,1695.0,1240.0,4.0,150000,Manual,2013.0,2673.0,1461.0,Renault Duster,19.01,jaipur,Others,Drum,SUV,Renault,Tubeless Radial,350000.0
5 Speed,3585.0,1595.0,2017,1550.0,860.0,4.0,120000,Manual,2017.0,2380.0,1086.0,Hyundai i10,19.2,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,400000.0
5 Speed,3495.0,1475.0,2012,1460.0,705.0,3.0,100000,Manual,2012.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,150000.0
5 Speed,3995.0,1695.0,2016,1555.0,1055.0,4.0,90000,Manual,2016.0,2430.0,1248.0,Maruti Swift Dzire,26.59,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,460000.0
4 Speed,3335.0,1440.0,2004,1405.0,650.0,3.0,70000,Manual,2004.0,2175.0,796.0,Maruti 800,16.1,jaipur,Others,Drum,Hatchback,Maruti,Radial,40000.0
5 Speed,4249.0,1690.0,2017,1503.0,1124.0,4.0,150000,Manual,2017.0,2465.0,1248.0,Chevrolet Sail,22.1,jaipur,Others,Drum,Sedan,Chevrolet,Tubeless Radial,425000.0
5 Speed,3595.0,1475.0,2005,1700.0,870.0,3.0,120000,Manual,2005.0,2400.0,998.0,Maruti Wagon R,18.9,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,100000.0
5 Speed,3995.0,1745.0,2019,1510.0,950.0,3.0,60000,Manual,2019.0,2520.0,998.0,Maruti Baleno RS,21.1,jaipur,Others,Disc,Hatchback,Maruti,Tubeless Radial,650000.0
5 Speed,4296.0,1695.0,2017,1685.0,1260.0,4.0,100000,Manual,2017.0,2740.0,1248.0,Maruti Ertiga,24.52,jaipur,Others,Drum,MUV,Maruti,Tubeless Radial,750000.0
5 Speed,3445.0,1515.0,2022,1475.0,762.0,3.0,10000,Manual,2022.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,456000.0
6 Speed,4315.0,1822.0,2013,1695.0,1220.0,4.0,120000,Manual,2013.0,2673.0,1461.0,Renault Duster,19.01,jaipur,Others,Drum,SUV,Renault,Tubeless Radial,350000.0
5 Speed,3995.0,1695.0,2015,1555.0,1055.0,4.0,150000,Manual,2015.0,2430.0,1248.0,Maruti Swift Dzire,26.59,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,375000.0
5 Speed,4170.0,1660.0,2005,1880.0,1550.0,4.0,120000,Manual,2005.0,2794.0,2523.0,Mahindra Bolero,15.96,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,305000.0
6 Speed,4370.0,1700.0,2012,1475.0,1260.0,4.0,150000,Manual,2012.0,2570.0,1582.0,Hyundai Verna,22.32,jaipur,Others,Disc,Sedan,Hyundai,Tubeless Radial,400000.0
5 Speed,3990.0,1680.0,2016,1505.0,1045.0,4.0,150000,Manual,2016.0,2405.0,1498.0,Honda Amaze,25.8,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,400000.0
5 Speed,3495.0,1550.0,2017,1500.0,880.0,3.0,120000,Manual,2017.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless,230000.0
5 Speed,3990.0,1755.0,2021,1523.0,1030.0,3.0,20000,Manual,2021.0,2501.0,1199.0,Tata Altroz,19.33,jaipur,Others,Drum,Hatchback,Tata,Tubeless Radial,725000.0
5 Speed,4580.0,1770.0,2009,1755.0,1675.0,4.0,100000,Manual,2009.0,2750.0,2494.0,Toyota Innova,12.8,jaipur,Others,Drum,MUV,Toyota,Tubeless Radial,425000.0
5 Speed,4384.0,1699.0,2014,1466.0,1121.0,4.0,30000,Manual,2014.0,2552.0,1598.0,Volkswagen Vento,15.04,jaipur,Others,Drum,Sedan,Volkswagen,Tubeless Radial,450000.0
5 Speed,3825.0,1665.0,2016,1525.0,1010.0,4.0,120000,Manual,2016.0,2450.0,1461.0,Nissan Micra,23.08,jaipur,Others,Drum,Hatchback,Nissan,Tubeless Radial,300000.0
5 Speed,3640.0,1595.0,2011,1520.0,990.0,4.0,90000,Manual,2011.0,2375.0,1199.0,Chevrolet Beat,18.6,jaipur,Others,Drum,Hatchback,Chevrolet,Tubeless Radial,160000.0
5 Speed,3845.0,1735.0,2023,1530.0,1211.4827735332276,4.0,10000,Manual,2023.0,2450.0,1197.0,Maruti Swift,22.38,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,640000.0
5 Speed,3995.0,1680.0,2021,1520.0,1050.0,4.0,30000,Manual,2021.0,2450.0,1197.0,Hyundai Aura,20.5,jaipur,Others,Drum,Sedan,Hyundai,Tubeless Radial,675000.0
5 Speed,4315.0,1822.0,2012,1695.0,1220.0,4.0,150000,Manual,2012.0,2673.0,1461.0,Renault Duster,20.45,jaipur,Others,Drum,SUV,Renault,Tubeless Radial,300000.0
5 Speed,3395.0,1490.0,2015,1475.0,720.0,3.0,40000,Manual,2015.0,2360.0,796.0,Maruti Alto 800,22.74,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,250000.0
5 Speed,3995.0,1706.0,2017,1570.0,1152.0,4.0,120000,Manual,2017.0,2470.0,1248.0,Tata Zest,22.95,jaipur,Others,Drum,Sedan,Tata,Tubeless Radial,450000.0
5 Speed,3495.0,1550.0,2017,1500.0,880.0,3.0,60000,Manual,2017.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless,260000.0
5 Speed,3995.0,1775.0,2023,1505.0,1120.0,4.0,10000,Manual,2023.0,2580.0,1197.0,Hyundai i20,21.0,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,850000.0
5 Speed,3999.0,1765.0,2014,1708.0,1290.0,4.0,150000,Manual,2014.0,2520.0,1498.0,Ford Ecosport,22.7,jaipur,Others,Drum,SUV,Ford,Tubeless Radial,450000.0
6 Speed,4597.0,1788.0,2013,1477.0,1520.0,4.0,70000,Manual,2013.0,2685.0,1998.0,Chevrolet Cruze,17.3,jaipur,Others,Disc,Sedan,Chevrolet,Tubeless Radial,380000.0
6 Speed,4440.0,1695.0,2015,1495.0,1150.0,4.0,80000,Manual,2015.0,2600.0,1498.0,Honda City,26.0,jaipur,Others,Drum,Sedan,Honda,Tubeless Radial,450000.0
5 Speed,3679.0,1579.0,2017,1478.0,710.0,3.0,60000,Manual,2017.0,2422.0,799.0,Renault KWID,25.17,jaipur,Others,Drum,Hatchback,Renault,Tubeless Radial,300000.0
5 Speed,4105.515681544029,1731.3379193820904,2011,1570.6731884057972,1211.4827735332276,4.0,120000,Manual,2011.0,2548.347369705846,1248.0,Tata Indica,18.0,jaipur,Others,Drum,Hatchback,Tata,Tubeless Radial,225000.0
5 Speed,3495.0,1475.0,2009,1460.0,705.0,3.0,70000,Manual,2009.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,150000.0
5 Speed,3585.0,1595.0,2012,1550.0,930.0,4.0,90000,Manual,2012.0,2380.0,1197.0,Hyundai i10,20.36,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,200000.0
5 Speed,3535.0,1495.0,2001,1405.0,765.0,4.0,120000,Manual,2016.612480461705,2335.0,993.0,Maruti Zen,17.3,jaipur,Others,Drum,Hatchback,Maruti,Radial,40000.0
5 Speed,3599.0,1495.0,2017,1700.0,885.0,3.0,40000,Manual,2017.0,2400.0,998.0,Maruti Wagon R,20.51,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,400000.0
5 Speed,3599.0,1495.0,2015,1700.0,890.0,3.0,70000,Automatic,2015.0,2400.0,998.0,Maruti Wagon R,20.51,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,350000.0
5 Speed,3495.0,1550.0,2015,1500.0,880.0,3.0,60000,Manual,2015.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless,250000.0
5 Speed,4105.515681544029,1731.3379193820904,2011,1570.6731884057972,920.0,4.0,80000,Manual,2011.0,2548.347369705846,1496.0,Toyota Etios,17.6,jaipur,Others,Drum,Sedan,Toyota,Tubeless Radial,350000.0
5 Speed,3595.0,1475.0,2012,1700.0,870.0,3.0,50000,Manual,2012.0,2400.0,998.0,Maruti Wagon R,18.9,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,300000.0
5 Speed,3795.0,1680.0,2011,1427.0,1130.0,4.0,120000,Manual,2011.0,2489.0,1399.0,Ford Figo,20.0,jaipur,Others,Drum,Hatchback,Ford,Tubeless Radial,200000.0
5 Speed,3715.0,1680.0,2009,1620.0,1100.0,4.0,150000,Manual,2009.0,2360.0,1248.0,Maruti Ritz,21.1,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,300000.0
